title,popularity,vote_count,vote_average,genre,release_year
"Barbie: Big City, Big Dreams",133.008,107,7.3,"Animation, Music, Family",2021
Jolt,132.823,879,6.7,"Action, Comedy",2021
Once Upon a Snowman,132.549,416,6.9,"Animation, Family, Comedy, Fantasy",2020
Outlaws,131.359,122,6.9,Crime,2021
Mortal Kombat Legends: Battle of the Realms,131.35,233,8,"Animation, Action, Fantasy",2021
Rogue Hostage,131.343,118,6.2,"Action, Thriller",2021
Fifty Shades Freed,131.193,6769,6.7,"Drama, Romance",2018
Jiu Jitsu,131.142,469,5,"Action, Science Fiction, Fantasy",2020
Crank: High Voltage,130.416,2199,6,"Action, Thriller, Crime",2009
The Lord of the Rings: The Fellowship of the Ring,129.852,20602,8.4,"Adventure, Fantasy, Action",2001
Mulan,129.338,7900,7.9,"Animation, Family, Adventure",1998
Thor,129.237,17866,6.8,"Adventure, Fantasy, Action",2011
Sex and the City,128.782,1763,6.6,"Comedy, Drama, Romance",2008
Masquerade,128.413,56,6.4,Thriller,2021
The Little Mermaid,128.229,6347,7.4,"Animation, Family, Fantasy",1989
More the Merrier,128.13,258,6.8,"Comedy, Romance",2021
The Exorcism of Carmen Farias,127.856,82,6.2,Horror,2021
Train to Busan,127.755,5492,7.8,"Action, Horror, Thriller",2016
Frozen,127.513,14043,7.3,"Animation, Family, Adventure, Fantasy",2013
Naruto Shippuden the Movie: Road to Ninja,127.29,654,7.6,"Animation, Fantasy, Action",2012
Inception,127.131,31077,8.4,"Action, Science Fiction, Adventure",2010
Girl in the Basement,127.07,344,8.1,"Crime, Thriller",2021
The Proposal,126.976,5314,7.1,"Comedy, Romance, Drama",2009
Goblin Slayer: Goblin's Crown,126.906,159,7.6,"Animation, Adventure, Action, Fantasy",2020
Cinderella,126.858,5560,7,"Family, Fantasy, Animation, Romance",1950
El amarre,126.596,65,7,Horror,2021
The Hangover,126.258,14245,7.3,Comedy,2009
Charlie and the Chocolate Factory,125.496,12320,7,"Adventure, Comedy, Family, Fantasy",2005
Jurassic World: Fallen Kingdom,125.44,9639,6.6,"Action, Adventure, Science Fiction",2018
John Wick: Chapter 2,125.06,9982,7.3,"Thriller, Action, Crime",2017
Mamá o papá,124.712,100,7.5,"Comedy, Family",2021
Twilight,124.224,11347,6.3,"Fantasy, Drama, Romance",2008
Kingsman: The Secret Service,124.136,14125,7.6,"Crime, Comedy, Action, Adventure",2014
The Unforgivable,123.798,1185,7.6,"Drama, Crime",2021
Pacific Rim,123.369,10377,6.8,"Action, Science Fiction, Adventure",2013
PAW Patrol: Jet To The Rescue,123.359,131,7,"Family, Animation",2020
Titanic,123.007,20674,7.9,"Drama, Romance",1997
The Hobbit: An Unexpected Journey,122.885,15731,7.3,"Adventure, Fantasy, Action",2012
The Conjuring 2,122.749,6649,7.3,"Horror, Thriller",2016
Four to Dinner,122.573,167,6.2,"Comedy, Romance",2022
Jack Reacher: Never Go Back,122.302,3914,5.9,"Action, Thriller",2016
Jurassic World Dominion,122.236,0,0,"Adventure, Action, Science Fiction, Thriller",2022
Bordertown: The Mural Murders,122.037,44,6.9,Crime,2021
The Misfits,121.906,223,5.5,"Action, Thriller",2021
Awake,121.733,796,6,"Drama, Science Fiction, Thriller",2021
Dhamaka,121.718,52,7.2,"Thriller, Drama, Crime",2021
Fight Club,121.653,23620,8.4,Drama,1999
The Lion King,121.53,8292,7.1,"Adventure, Family, Animation",2019
Malignant,121.064,1324,7,"Thriller, Horror, Mystery",2021
The Karate Kid,120.968,4848,6.5,"Action, Adventure, Drama, Family",2010
Morbius,120.912,0,0,"Action, Science Fiction, Fantasy",2022
¡Qué Despadre!,120.694,2,4,"Comedy, Family, Romance",2022
Wrong Turn,120.352,687,6,"Horror, Thriller",2021
Solitary,106.349,68,5.7,Science Fiction,2020
The Flash,119.846,0,0,"Action, Adventure, Science Fiction, Fantasy, Drama",2023
Black Panther,119.657,18737,7.4,"Action, Adventure, Science Fiction",2018
A Silent Voice: The Movie,119.623,2828,8.4,"Animation, Drama",2016
Finding Nemo,119.616,16104,7.8,"Animation, Family",2003
Taken 3,119.377,4792,6.2,"Thriller, Action",2014
The Lord of the Rings: The Return of the King,118.609,19183,8.5,"Adventure, Fantasy, Action",2003
The Texas Chainsaw Massacre,118.578,2019,6.2,Horror,2003
Vivo,118.092,496,7.6,"Animation, Family, Comedy",2021
Batman: Death in the Family,118.044,312,7.2,"Animation, Action",2020
Weathering with You,117.822,1374,8.1,"Animation, Drama, Fantasy, Romance",2019
The Incredibles,117.476,14931,7.7,"Action, Adventure, Animation, Family",2004
Coming 2 America,117.429,1738,6.6,Comedy,2021
Spoiled Brats,117.336,252,6.3,Comedy,2021
Iron Man,117.145,22335,7.6,"Action, Science Fiction, Adventure",2008
Plan A,117.01,38,6.1,Thriller,2021
Escape Room: Tournament of Champions,116.753,1029,6.8,"Horror, Thriller, Mystery",2021
Batman & Robin,116.71,4044,4.3,"Science Fiction, Action, Fantasy",1997
Abraham Lincoln: Vampire Hunter,116.62,2728,5.7,"Action, Fantasy, Horror",2012
Jurassic World,116.392,17741,6.7,"Action, Adventure, Science Fiction, Thriller",2015
After Porn Ends 2,116.262,192,5.5,Documentary,2017
Rurouni Kenshin: The Final,116.225,297,7.9,"Action, Adventure, Drama",2021
The Trip,115.371,284,6.7,"Action, Comedy, Thriller, Horror",2021
Grown Ups,114.995,4837,6.3,Comedy,2010
Dragon Ball Z: Bio-Broly,114.952,396,5.8,"Animation, Action, Science Fiction",1994
Pirates of the Caribbean: Dead Men Tell No Tales,114.947,9959,6.6,"Adventure, Action, Fantasy",2017
Ice Age: Dawn of the Dinosaurs,114.81,6793,6.7,"Animation, Comedy, Family, Adventure",2009
The Penitent Thief,114.262,5,4.2,Drama,2021
Pokémon the Movie: Secrets of the Jungle,114.219,81,7.3,"Animation, Adventure",2020
Scooby-Doo,113.873,3484,6,"Mystery, Adventure, Comedy",2002
Tangled,113.831,9239,7.6,"Animation, Family",2010
Iron Man 3,113.811,19150,6.9,"Action, Adventure, Science Fiction",2013
The Last Airbender,113.327,3231,4.7,"Action, Adventure, Fantasy",2010
Catch the Bullet,113.256,80,5.8,"Western, Action",2021
Jumanji: The Next Level,112.888,6753,7,"Adventure, Comedy, Fantasy",2019
Fifty Shades Darker,112.432,6623,6.5,"Drama, Romance",2017
The Loud House Movie,112.419,109,7.8,"Animation, Family, Comedy, Music, Fantasy",2021
The Secret to Be Told: Relationship With My Aunt,112.229,3,7.3,"Drama, Romance",2020
This Is Not a Comedy,111.675,52,6.1,"Drama, Comedy",2021
Fear Street: 1994,111.633,1429,6.8,"Horror, Mystery",2021
Justice League,111.605,11180,6.1,"Action, Adventure, Fantasy, Science Fiction",2017
Incredibles 2,111.552,10773,7.5,"Action, Adventure, Animation, Family",2018
Ready Player One,111.442,12634,7.6,"Science Fiction, Adventure, Action",2018
Fantastic Beasts: The Secrets of Dumbledore,111.367,0,0,"Fantasy, Adventure",2022
Snoopy Presents: For Auld Lang Syne,111.03,64,7.4,"Animation, Family",2021
Scary Movie,111.026,5378,6.3,Comedy,2000
No One Gets Out Alive,110.898,327,6,"Horror, Thriller, Mystery",2021
Interstellar,110.531,27975,8.4,"Adventure, Drama, Science Fiction",2014
Pokémon Detective Pikachu,110.214,5476,7,"Action, Adventure, Fantasy",2019
Kate,110.146,969,6.7,Action,2021
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",110.086,8455,7.1,"Adventure, Family, Fantasy",2005
The Parent Trap,109.749,3211,7.1,"Comedy, Family",1998
Beauty and the Beast,109.649,8280,7.7,"Romance, Family, Animation, Fantasy",1991
The Pilgrim's Progress,109.486,66,7.9,"Animation, Adventure",2019
Thor: The Dark World,109.344,14571,6.6,"Action, Adventure, Fantasy",2013
Dragon Ball GT: A Hero's Legacy,109.314,229,6.7,"Animation, Family, Fantasy",1997
The Simpsons Movie,109.227,6645,7,"Animation, Comedy, Family",2007
John Wick: Chapter 3 - Parabellum,109.151,7720,7.4,"Action, Thriller, Crime",2019
Logan,109.111,16559,7.8,"Action, Drama, Science Fiction",2017
Transformers: Age of Extinction,109.01,6593,5.9,"Science Fiction, Action, Adventure",2014
Inside Out,108.817,17586,7.9,"Animation, Family, Adventure, Drama, Comedy",2015
Bad Boys for Life,108.687,6892,7.2,"Thriller, Action, Crime",2020
Voyagers,108.494,465,6.2,"Science Fiction, Thriller",2021
Terminator Genisys,108.488,7089,5.9,"Science Fiction, Action, Thriller, Adventure",2015
The Lord of the Rings: The Two Towers,108.474,17817,8.4,"Adventure, Fantasy, Action",2002
Parasite,108.442,13240,8.5,"Comedy, Thriller, Drama",2019
The Many Saints of Newark,108.364,340,6.7,"Crime, Drama",2021
Central Intelligence,108.326,4780,6.4,"Action, Comedy, Mystery, Crime",2016
Up,108.18,16894,7.9,"Animation, Comedy, Family, Adventure",2009
Law Abiding Citizen,107.994,3923,7.3,"Drama, Crime, Thriller",2009
The Expendables,107.728,6399,6.2,"Thriller, Adventure, Action",2010
Fear Street: 1978,107.439,1165,7.3,"Horror, Mystery",2021
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),107.38,8601,7,"Action, Crime",2020
David and the Elves,107.306,61,6.3,"Family, Fantasy, Comedy",2021
Predators,107.178,3105,6.2,"Science Fiction, Action, Thriller",2010
Body Brokers,106.645,56,6.5,"Thriller, Crime",2021
Skylines,106.539,409,5.6,"Science Fiction, Action",2020
Fresh,106.506,86,7,"Horror, Thriller",2022
Porn to Be Free,106.506,67,5.5,Documentary,2016
Spiral: From the Book of Saw,106.335,1148,6.2,"Horror, Crime, Mystery",2021
Kingsman: The Golden Circle,106.088,8450,7,"Action, Adventure, Comedy, Crime, Thriller",2017
22 vs. Earth,105.63,265,7.1,"Family, Comedy, Fantasy, Animation",2021
Furious 7,105.485,8973,7.3,"Action, Thriller, Crime, Adventure",2015
Guardians of the Galaxy Vol. 2,105.418,17970,7.6,"Adventure, Action, Science Fiction",2017
Toy Story 3,105.376,12273,7.8,"Animation, Family, Comedy",2010
Caged,105.323,49,6.2,"Thriller, Horror",2021
Honest Thief,104.93,1242,6.5,"Thriller, Action, Crime, Drama",2020
Battle: Los Angeles,104.868,2825,5.7,"Science Fiction, Action",2011
Ponyo,104.501,3129,7.7,"Animation, Fantasy, Family",2008
Spirited Away,104.215,12531,8.5,"Animation, Family, Fantasy",2001
Beauty and the Beast,104.094,13992,7,"Family, Fantasy, Romance",2017
Night in Paradise,104.048,165,7,"Crime, Drama, Thriller, Action",2020
Dragon Ball Z: Cooler's Revenge,103.923,464,6.9,"Action, Animation, Science Fiction",1991
No Manches Frida 2,103.794,672,8.1,Comedy,2019
Please Enlighten Me,103.591,1,2,Romance,2021
Snow White and the Seven Dwarfs,103.38,6091,7.1,"Fantasy, Animation, Family",1937
Pokémon the Movie: I Choose You!,103.353,498,7,"Family, Animation, Adventure, Fantasy",2017
Captain Marvel,103.287,12761,6.9,"Action, Adventure, Science Fiction",2019
The Twilight Saga: Breaking Dawn - Part 2,103.267,7541,6.5,"Adventure, Fantasy, Drama, Romance",2012
Maleficent: Mistress of Evil,103.266,4954,7.3,"Family, Fantasy, Adventure",2019
Grown Ups 2,103.037,3365,6.1,Comedy,2013
The Town,102.878,3954,7.2,"Crime, Drama, Thriller",2010
Zootopia,102.553,13728,7.7,"Animation, Adventure, Family, Comedy",2016
Extinct,102.503,81,6.5,"Animation, Comedy, Family, Adventure",2021
Zack and Miri Make a Porno,102.378,1837,6.3,Comedy,2008
Fatherhood,102.309,975,7.6,"Drama, Family, Comedy",2021
Trigger Point,102.307,101,6.4,"Action, Thriller",2021
The Hobbit: The Desolation of Smaug,102.266,10829,7.6,"Fantasy, Adventure, Action",2013
Ice Age: Continental Drift,102.027,6319,6.3,"Animation, Comedy, Adventure, Family",2012
Aquaslash,101.985,97,4.1,"Horror, Comedy",2019
Man of Steel,101.757,12934,6.6,"Action, Adventure, Fantasy, Science Fiction",2013
Outside the Wire,101.732,1416,6.4,"Thriller, Action, Science Fiction",2021
The Texas Chainsaw Massacre: The Beginning,101.64,1352,6.1,"Horror, Thriller",2006
Munich: The Edge of War,101.562,247,6.9,"Drama, History",2022
Shrek the Third,101.508,7247,6.3,"Fantasy, Adventure, Animation, Comedy, Family",2007
Terminator Salvation,101.452,5294,6,"Action, Science Fiction, Thriller",2009
Call Me by Your Name,101.407,10026,8.2,"Romance, Drama",2017
We Can Be Heroes,101.406,582,6.3,"Action, Fantasy, Family, Comedy",2020
Southpaw,101.201,4644,7.4,"Action, Drama",2015
Penguins of Madagascar,101.144,3392,6.5,"Family, Animation, Adventure, Comedy",2014
Red Shoes and the Seven Dwarfs,101.056,839,7.8,"Animation, Romance, Family",2019
San Andreas,101.043,7077,6.2,"Action, Drama, Thriller",2015
John Carter,101.027,4641,6.2,"Action, Adventure, Science Fiction",2012
American Pie Presents: The Book of Love,100.82,1441,5.3,Comedy,2009
Dragon Ball Z: The Tree of Might,100.713,408,6.5,"Action, Animation, Science Fiction",1990
The Kissing Booth 3,100.603,1351,7.2,"Romance, Comedy",2021
The Courier,100.553,635,7.1,"Thriller, History, Drama",2021
Given,100.209,301,8.5,"Animation, Drama, Music, Romance",2020
The Twilight Saga: Breaking Dawn - Part 1,100.159,7428,6.2,"Adventure, Fantasy, Romance",2011
Into the Wind,100.12,27,4.9,"Comedy, Drama, Romance",2022
Maleficent,100.039,11488,7.1,"Fantasy, Adventure, Action, Family, Romance",2014
Just Go with It,100.039,4605,6.6,"Comedy, Romance",2011
White Chicks,99.857,2851,6.9,"Comedy, Crime",2004
13 Hours: The Secret Soldiers of Benghazi,99.722,2734,7.2,"War, Action, History, Thriller, Drama",2016
Sex Tape,99.537,3582,5.4,Comedy,2014
Maze Runner: The Scorch Trials,99.33,8738,6.7,"Science Fiction, Action, Thriller, Adventure",2015
Corpse Bride,99.31,7006,7.5,"Romance, Fantasy, Animation",2005
Psycho-Pass 3: First Inspector,99.273,56,7.6,"Science Fiction, Action, Crime, Animation",2020
Palmer,98.994,738,8.1,Drama,2021
Below Zero,98.934,716,6.4,"Action, Crime, Thriller",2021
Me Before You,98.846,9879,7.9,"Drama, Romance",2016
Beckett,98.796,469,6.4,"Crime, Mystery, Thriller",2021
"Batman: The Long Halloween, Part Two",98.742,272,7.7,"Animation, Mystery, Action, Crime",2021
Ghost Rider: Spirit of Vengeance,98.675,3060,5,"Action, Fantasy, Thriller",2011
Shazam!,98.597,7383,7.1,"Action, Comedy, Fantasy",2019
I Want You,98.567,1489,7.3,"Drama, Romance",2012
Clash of the Titans,98.522,5230,5.9,"Adventure, Fantasy, Action",2010
Wrong Turn 3: Left for Dead,98.514,822,5.6,"Horror, Thriller",2009
X-Men: Apocalypse,98.469,11110,6.5,"Action, Adventure, Science Fiction, Fantasy",2016
Tenet,98.393,6826,7.2,"Action, Thriller, Science Fiction",2020
Cirque du Freak: The Vampire's Assistant,98.292,869,5.7,"Adventure, Fantasy, Action, Thriller",2009
Grudge,98.25,41,6.4,Thriller,2021
Next-Door Nightmare,98.191,6,6.2,"Thriller, TV Movie, Drama",2021
Trollhunters: Rise of the Titans,98.17,228,7.9,"Animation, Fantasy, Family, Action, Adventure",2021
Ice Age: The Meltdown,98.161,8171,6.7,"Animation, Family, Comedy, Adventure",2006
The Matrix,98.071,21182,8.2,"Action, Science Fiction",1999
The Meg,98.052,5739,6.2,"Action, Science Fiction, Horror",2018
Dragon Ball Z: Bojack Unbound,97.953,402,7,"Action, Animation, Science Fiction",1993
Ralph Breaks the Internet,97.581,6100,7.2,"Family, Animation, Comedy, Adventure",2018
Cars,97.111,11412,6.9,"Animation, Adventure, Comedy, Family",2006
Hidden Figures,96.612,7565,8,"Drama, History",2016
Ted,96.572,10437,6.4,"Comedy, Fantasy",2012
The 8th Night,96.326,66,6.2,"Mystery, Thriller, Horror",2021
One Punch Man: Road to Hero,40.244,110,8.1,"Action, Animation",2015
Prince of Persia: The Sands of Time,96.162,5725,6.2,"Adventure, Fantasy, Action",2010
Creed,95.997,5847,7.4,Drama,2015
Captain America: The First Avenger,95.548,18257,7,"Action, Adventure, Science Fiction",2011
Madagascar,95.061,8956,6.9,"Family, Animation, Adventure, Comedy",2005
Chaos Walking,95.011,1632,6.8,Science Fiction,2021
Dragon Ball Z: Super Android 13!,94.91,373,6.7,"Action, Animation, Science Fiction",1992
Life in a Year,94.854,962,8.3,"Drama, Romance",2020
Wreck-It Ralph,94.718,10488,7.3,"Family, Animation, Comedy, Adventure",2012
Yu-Gi-Oh!: The Dark Side of Dimensions,94.633,262,7.5,"Adventure, Animation",2016
Come Play With Me,94.605,145,7.1,Horror,2021
Naruto Shippuden the Movie: The Lost Tower,94.563,291,7,"Adventure, Action, Animation",2010
Dawn of the Planet of the Apes,94.549,9345,7.3,"Science Fiction, Action, Drama, Thriller",2014
Need for Speed,94.492,3532,6.3,"Action, Crime, Drama, Thriller",2014
Batman Tech,94.351,13,7.2,Documentary,2008
Public Enemies,94.341,3597,6.7,"Action, Crime",2009
In Time,94.268,9360,6.9,"Action, Thriller, Science Fiction",2011
Rock Dog 2: Rock Around the Park,94.249,68,7.1,"Animation, Comedy, Music, Family",2021
Hotel Transylvania 3: Summer Vacation,94.248,3545,6.9,"Family, Fantasy, Comedy, Animation",2018
Dragon Ball Z: The Return of Cooler,94.115,409,6.6,"Action, Animation, Science Fiction",1992
Koati,94.057,49,7.6,"Music, Animation",2021
No Manches Frida,94.006,625,7.8,Comedy,2016
The Nun,93.994,5109,5.8,"Horror, Mystery, Thriller",2018
The Shack,93.953,1647,7.4,"Drama, Fantasy",2017
A Forbidden Orange,93.828,4,4.1,"Documentary, History",2021
"Batman: The Long Halloween, Part One",93.663,324,7.8,"Animation, Mystery, Action, Crime",2021
From Straight A's to XXX,93.395,85,5.6,"Drama, TV Movie",2017
Fall in Love at First Kiss,93.347,75,6.7,"Romance, Comedy",2019
Taken 2,93.214,5562,6.3,"Action, Crime, Thriller",2012
The Godfather,93.136,15614,8.7,"Drama, Crime",1972
Dragon Ball Z: The World's Strongest,92.743,362,6.4,"Action, Animation, Science Fiction",1990
Maze Runner: The Death Cure,92.643,6298,7.1,"Science Fiction, Action, Adventure, Thriller",2018
The Lion King II: Simba's Pride,92.593,3696,7,"Family, Adventure, Animation",1998
Tarzan,91.993,5504,7.4,"Family, Adventure, Animation, Drama",1999
Dragon Ball Z: Wrath of the Dragon,91.986,492,7.2,"Animation, Action, Science Fiction",1995
Aladdin,91.942,8421,7.1,"Adventure, Fantasy, Romance, Family",2019
Whispering Corridors 6: The Humming,91.886,16,7.6,Horror,2021
Fantastic Beasts: The Crimes of Grindelwald,91.831,8843,6.9,"Adventure, Fantasy, Drama",2018
Prometheus,91.808,10081,6.5,"Science Fiction, Adventure, Mystery",2012
Overcomer,91.723,177,7.7,Drama,2019
Hellboy,91.662,2691,5.5,"Fantasy, Action, Adventure, Science Fiction",2019
How to Train Your Dragon: The Hidden World,91.483,5006,7.8,"Animation, Family, Adventure",2019
Hotel Transylvania,91.483,7245,7,"Animation, Comedy, Family, Fantasy",2012
The Island of Giant Insects,91.407,14,4.5,"Mystery, Drama, Horror, Adventure, Animation",2020
Inglourious Basterds,91.268,18322,8.2,"Drama, Action, Thriller, War",2009
Star Wars,90.969,16952,8.2,"Adventure, Action, Science Fiction",1977
The Passion of the Christ,90.879,3299,7.4,Drama,2004
Nightbooks,90.367,226,6.5,"Fantasy, Family",2021
Sexo,90.314,13,5.2,Comedy,2001
Christmas ...Again?!,90.046,56,6.9,"Family, Comedy, Fantasy, TV Movie",2021
Monsters University,89.902,8911,7,"Animation, Family",2013
Transformers: The Last Knight,89.866,4883,6,"Action, Adventure, Science Fiction, Fantasy",2017
Rio,89.577,5445,6.7,"Animation, Adventure, Comedy, Family",2011
The Guest,89.475,1536,6.6,"Mystery, Thriller, Action",2014
G.I. Joe: The Rise of Cobra,89.392,3854,5.8,"Adventure, Action, Thriller, Science Fiction",2009
Mad Max: Fury Road,89.139,19090,7.5,"Action, Adventure, Science Fiction",2015
The King of Fighters,89.111,105,5,"Action, Thriller, Science Fiction",2010
Framed by My Husband,89.094,6,5.5,"TV Movie, Thriller",2021
Pinocchio,89.003,4770,7.1,"Animation, Family",1940
Godzilla: King of the Monsters,88.873,4695,6.7,"Science Fiction, Action",2019
A Bug's Life,88.823,7535,7,"Adventure, Animation, Comedy, Family",1998
Kung Fu Panda,88.756,9153,7.2,"Action, Adventure, Animation, Family, Comedy",2008
The SpongeBob SquarePants Movie,88.739,2236,6.9,"Family, Animation, Comedy, Fantasy",2004
